,date,title,symbols,sentiment,ticker,company
75685,2022-11-25T13:26:01+00:00,"Zacks.com featured highlights include RPM International, W.W. Grainger, Grand Canyon Education and Texas Roadhouse","['GKD.F', 'GWW.F', 'GWW.US', 'LOPE.US', 'ROW.F', 'RP8.F', 'RPM.US', 'TXRH.US']","{'polarity': 1, 'neg': 0.007, 'neu': 0.81, 'pos': 0.183}",LOPE,Grand Canyon Education Inc
75686,2022-11-25T13:26:01+00:00,"Zacks.com featured highlights include RPM International, W.W. Grainger, Grand Canyon Education and Texas Roadhouse","['GKD.F', 'GWW.F', 'GWW.US', 'LOPE.US', 'ROW.F', 'RP8.F', 'RPM.US', 'TXRH.US']","{'polarity': 1, 'neg': 0.007, 'neu': 0.81, 'pos': 0.183}",TXRH,Texas Roadhouse Inc
75687,2022-11-25T13:27:00+00:00,There's A Lot To Like About Expeditors International of Washington's (NASDAQ:EXPD) Upcoming US$0.67 Dividend,"['EW1.F', 'EXPD.US']","{'polarity': 0.999, 'neg': 0.041, 'neu': 0.774, 'pos': 0.185}",EXPD,Expeditors International of Washington Inc
75688,2022-11-25T13:29:02+00:00,"A number of insiders bought AngioDynamics, Inc. (NASDAQ:ANGO) stock last year, which is great news for shareholders","['ANGO.US', 'UG2.F']","{'polarity': 0.999, 'neg': 0.026, 'neu': 0.806, 'pos': 0.167}",ANGO,AngioDynamics Inc
75689,2022-11-25T13:38:01+00:00,Implied Volatility Surging for SunPower (SPWR) Stock Options,"['S9P2.F', 'SPWR.US']","{'polarity': 0.986, 'neg': 0.019, 'neu': 0.882, 'pos': 0.099}",SPWR,SunPower Corporation Common Stock
75690,2022-11-25T13:39:01+00:00,5 Stocks to Watch on Recent Dividend Hikes Amid Volatility,"['BSVN.US', 'FMNB.US', 'HO7.F', 'HRL.US', 'MSI.US', 'MTLA.F']","{'polarity': 0.997, 'neg': 0.029, 'neu': 0.864, 'pos': 0.106}",BSVN,Bank7 Corp
75691,2022-11-25T13:39:01+00:00,5 Stocks to Watch on Recent Dividend Hikes Amid Volatility,"['BSVN.US', 'FMNB.US', 'HO7.F', 'HRL.US', 'MSI.US', 'MTLA.F']","{'polarity': 0.997, 'neg': 0.029, 'neu': 0.864, 'pos': 0.106}",FMNB,Farmers National Banc Corp
75692,2022-11-25T13:45:16+00:00,Startup Kaleidoscope looks to disrupt podcasting: 'Enormous amount of room to run',"['639.F', '639.XETRA', 'IHRT.US', 'IHRTB.US', 'SPOT.US']","{'polarity': 0.992, 'neg': 0.012, 'neu': 0.894, 'pos': 0.093}",IHRT,iHeartMedia Inc
75693,2022-11-25T13:45:43+00:00,Netflix Goes Aggressive On Gaming Venture To Boost Revenue Stream,"['ATVI.US', 'NFC.F', 'NFC.XETRA', 'NFLX.MX', 'NFLX.US', 'NFLX34.SA', 'SONY.US']","{'polarity': 0.996, 'neg': 0, 'neu': 0.809, 'pos': 0.191}",ATVI,Activision Blizzard Inc
75694,2022-11-25T13:49:32+00:00,Jim Cramer Says These 2 Cloud Stocks Could Rebound as Soon as the Fed Slows Down Its Tightening Path,"['W7D.F', 'WDAY.US']","{'polarity': 0.999, 'neg': 0.032, 'neu': 0.815, 'pos': 0.153}",WDAY,Workday Inc
75695,2022-11-25T13:50:01+00:00,Here's What Could Help Ezcorp (EZPW) Maintain Its Recent Price Strength,"['EZ2A.F', 'EZPW.US']","{'polarity': 0.999, 'neg': 0.007, 'neu': 0.828, 'pos': 0.165}",EZPW,EZCORP Inc
75696,2022-11-25T13:50:01+00:00,"Encore Wire (WIRE) Is a Great Choice for 'Trend' Investors, Here's Why","['EW3.F', 'WIRE.US']","{'polarity': 0.998, 'neg': 0.009, 'neu': 0.836, 'pos': 0.154}",WIRE,Encore Wire Corporation Common Stock
75697,2022-11-25T13:50:07+00:00,Returns On Capital Are Showing Encouraging Signs At Agilysys (NASDAQ:AGYS),"['AGYS.US', 'PS3.F']","{'polarity': 0.997, 'neg': 0.03, 'neu': 0.825, 'pos': 0.145}",AGYS,Agilysys Inc
75698,2022-11-25T13:52:45+00:00,US STOCKS-Wall Street eyes subdued open with Black Friday sales in focus,"['AIY.F', 'AIY.XETRA', 'ATVI.MX', 'ATVI.US', 'DYH.F', 'GSPC.INDX', 'TGT.MX', 'TGT.US', 'TGTB34.SA']","{'polarity': 0.466, 'neg': 0.075, 'neu': 0.849, 'pos': 0.076}",ATVI,Activision Blizzard Inc
75699,2022-11-25T13:59:55+00:00,"Dow Jones Futures Rise To Close Out The Week  Tesla To Recall About 80,000 Cars In China","['ANET.US', 'COMP.US', 'DJI.INDX', 'GSPC.INDX', 'IXIC.INDX', 'ULTA.US']","{'polarity': 0.459, 'neg': 0, 'neu': 0.867, 'pos': 0.133}",ULTA,Ulta Beauty Inc
75700,2022-11-25T14:00:00+00:00,"CIBC Launches 5 New CDRs (""Canadian Depositary Receipts"") on the NEO Exchange","['4AB.F', '4AB.XETRA', 'ABBV.MX', 'ABBV.US', 'CVS.F', 'CVS.MX', 'CVS.US', 'CVSH34.SA', 'HON.MX', 'HON.US', 'HONB34.SA', 'PG.BA', 'PG.MX', 'PG.US', 'PRG.F', 'PRG.XETRA']","{'polarity': 0.997, 'neg': 0.01, 'neu': 0.853, 'pos': 0.138}",HON,Honeywell International Inc
75701,2022-11-25T14:00:00+00:00,"1 No-Brainer Food Stock That Keeps Breaking Records, Despite the Bear Market",['JJSF.US'],"{'polarity': 0.681, 'neg': 0, 'neu': 0.922, 'pos': 0.078}",JJSF,J & J Snack Foods Corp
75702,2022-11-25T14:00:00+00:00,"RENT THE RUNWAY, INC. CLASS ACTION ALERT: Wolf Haldenstein Adler Freeman &amp  Herz LLP announces that a securities class action lawsuit has been filed in the United States District Court for the Eastern District of New York against Rent the Runway, Inc.",['RENT.US'],"{'polarity': 0.974, 'neg': 0.055, 'neu': 0.846, 'pos': 0.099}",RENT,Rent the Runway Inc
75703,2022-11-25T14:00:02+00:00,"Investors Heavily Search Novavax, Inc. (NVAX): Here is What You Need to Know","['NVAX.US', 'NVV1.F']","{'polarity': 0.999, 'neg': 0.008, 'neu': 0.861, 'pos': 0.131}",NVAX,Novavax Inc
75704,2022-11-25T14:00:02+00:00,How to Find Strong Computer and Technology Stocks Slated for Positive Earnings Surprises,"['0P7.F', 'PCTY.US']","{'polarity': 0.996, 'neg': 0.007, 'neu': 0.855, 'pos': 0.138}",PCTY,Paylocity Holding Corporation Common Stock
75705,2022-11-25T14:00:49+00:00,Investing in Gilead Sciences (NASDAQ:GILD) three years ago would have delivered you a 45% gain,"['GILD.MX', 'GILD.US', 'GILD34.SA', 'GIS.F', 'GIS.XETRA']","{'polarity': 0.999, 'neg': 0.029, 'neu': 0.797, 'pos': 0.175}",GILD,Gilead Sciences Inc
75706,2022-11-25T14:00:53+00:00,"Is Intuitive Surgical, Inc. (NASDAQ:ISRG) Expensive For A Reason? A Look At Its Intrinsic Value","['ISRG.US', 'IUI1.F']","{'polarity': 1, 'neg': 0.019, 'neu': 0.815, 'pos': 0.165}",ISRG,Intuitive Surgical Inc
75707,2022-11-25T14:01:02+00:00,OKTA Gears Up to Report Q3 Earnings: What's in the Cards?,"['0OK.F', 'OKTA.US']","{'polarity': 0.997, 'neg': 0.015, 'neu': 0.844, 'pos': 0.14}",OKTA,Okta Inc
75708,2022-11-25T14:01:06+00:00,"The Price Is Right For Automatic Data Processing, Inc. (NASDAQ:ADP)","['ADP.F', 'ADP.US']","{'polarity': 0.998, 'neg': 0.022, 'neu': 0.82, 'pos': 0.158}",ADP,Automatic Data Processing Inc
75709,2022-11-25T14:06:02+00:00,"The Zacks Analyst Blog Highlights Conagra Brands, General Mills, Lamb Weston Holdings  The J. M. Smucker and MGP Ingredients","['0L5.F', 'CAG.US', 'CAO.F', 'GIS.US', 'GRM.F', 'GRM.XETRA', 'GSPC.INDX', 'JM2.F', 'LW.US', 'M1I.F', 'M1I.STU', 'MGPI.US', 'SJM.US']","{'polarity': 1, 'neg': 0.017, 'neu': 0.852, 'pos': 0.131}",MGPI,MGP Ingredients Inc
75710,2022-11-25T14:10:02+00:00,Here's Why You Should Retain Wendy's (WEN) Despite Inflation,"['C9F.F', 'CHUY.US', 'CMG.MX', 'CMG.US', 'EWG.F', 'WING.US']","{'polarity': 0.999, 'neg': 0.004, 'neu': 0.809, 'pos': 0.187}",CHUY,Chuy's Holdings Inc
75711,2022-11-25T14:10:02+00:00,Here's Why You Should Retain Wendy's (WEN) Despite Inflation,"['C9F.F', 'CHUY.US', 'CMG.MX', 'CMG.US', 'EWG.F', 'WING.US']","{'polarity': 0.999, 'neg': 0.004, 'neu': 0.809, 'pos': 0.187}",WING,Wingstop Inc
75712,2022-11-25T14:13:02+00:00,Regeneron (REGN) Outperforms YTD: What's in Store for 2023?,"['REGN.US', 'RGO.F']","{'polarity': 0.997, 'neg': 0.02, 'neu': 0.816, 'pos': 0.164}",REGN,Regeneron Pharmaceuticals Inc
75713,2022-11-25T14:15:00+00:00,Better Buy: Upstart Holdings vs. Block,"['SQ.US', 'SQ3.F', 'UPST.US']","{'polarity': 0.772, 'neg': 0.037, 'neu': 0.839, 'pos': 0.124}",UPST,Upstart Holdings Inc
75714,2022-11-25T14:16:54+00:00,The past year for Century Casinos (NASDAQ:CNTY) investors has not been profitable,"['CNT.F', 'CNTY.US']","{'polarity': 0.988, 'neg': 0.079, 'neu': 0.787, 'pos': 0.134}",CNTY,Century Casinos Inc
75715,2022-11-25T14:18:02+00:00,"The Zacks Analyst Blog Highlights Hilton Grand  Vacations, Hyatt Hotels, RCI Hospitality Holdings and Wyndham Hotels &amp  Resorts","['1HTA.F', '2WY.F', 'H.US', 'HGV.US', 'HIE.F', 'RICK.US', 'WH.US']","{'polarity': 1, 'neg': 0.01, 'neu': 0.855, 'pos': 0.135}",RICK,RCI Hospitality Holdings Inc
75716,2022-11-25T14:21:02+00:00,"The Zacks Analyst Blog Highlights Linde, Texas Instruments, Trane Technologies, PACCAR and AmerisourceBergen","['2IS.F', '5GD.F', 'ABC.US', 'ABG.F', 'GSPC.INDX', 'IR.US', 'LIN.F', 'LIN.US', 'LIN.XETRA', 'TEXA34.SA', 'TII.F', 'TT.US', 'TXN.MX', 'TXN.US']","{'polarity': 0.999, 'neg': 0.024, 'neu': 0.861, 'pos': 0.115}",TXN,Texas Instruments Incorporated Common Stock
75717,2022-11-25T14:28:02+00:00,12 Best Nancy Pelosi Stocks to Buy Now,"['2PP.F', '2PP.XETRA', 'AB.US', 'AEC1.F', 'AEC1.XETRA', 'AMZN.US', 'AXP.BA', 'AXP.MX', 'AXP.US', 'AXPB34.SA', 'FB.US', 'MSFT.US', 'MTE.F', 'MTE.XETRA', 'MU.MX', 'MU.US']","{'polarity': 1, 'neg': 0.028, 'neu': 0.854, 'pos': 0.118}",MU,Micron Technology Inc
75718,2022-11-25T14:28:02+00:00,12 Best Nancy Pelosi Stocks to Buy Now,"['2PP.F', '2PP.XETRA', 'AB.US', 'AEC1.F', 'AEC1.XETRA', 'AMZN.US', 'AXP.BA', 'AXP.MX', 'AXP.US', 'AXPB34.SA', 'FB.US', 'MSFT.US', 'MTE.F', 'MTE.XETRA', 'MU.MX', 'MU.US']","{'polarity': 1, 'neg': 0.028, 'neu': 0.854, 'pos': 0.118}",PYPL,PayPal Holdings Inc
75719,2022-11-25T14:30:00+00:00,Looking for Growing Passive Income? Buy This Dividend Stock,"['BRK-A.US', 'BRK-B.US', 'KTF.F', 'KTF.XETRA', 'MDLZ.MX', 'MDLZ.US', 'MDLZ34.SA']","{'polarity': 0.727, 'neg': 0, 'neu': 0.913, 'pos': 0.087}",MDLZ,Mondelez International Inc
75720,2022-11-25T14:30:00+00:00,"New to The Street Announces its Five Business Guest Interviews on Episode #410, Airing on Bloomberg TV as a Sponsored Program, Saturday, November 26, 2022, at 6:30 PM ET",['QUBT.US'],"{'polarity': 1, 'neg': 0.016, 'neu': 0.87, 'pos': 0.114}",QUBT,Quantum Computing Inc
75721,2022-11-25T14:30:02+00:00,Goodyear (GT) Appears a Risky Bet for Short-Term Investors,"['GT.MX', 'GT.US', 'GTR.F', 'GTR.XETRA', 'HAR.F', 'HAR.XETRA', 'HOG.US']","{'polarity': 0.995, 'neg': 0.049, 'neu': 0.836, 'pos': 0.115}",GT,The Goodyear Tire & Rubber Company Common Stock
75722,2022-11-25T14:34:55+00:00,"Dow Jones Rises To Close Out The Week  Tesla To Recall About 80,000 Cars In China","['117.F', '34U.F', 'ANET.US', 'COMP.US', 'DJI.INDX', 'GSPC.INDX', 'IXIC.INDX', 'ULTA.US']","{'polarity': 0.459, 'neg': 0, 'neu': 0.875, 'pos': 0.125}",ULTA,Ulta Beauty Inc
75723,2022-11-25T14:37:10+00:00,"Is There An Opportunity With Medpace Holdings, Inc.'s (NASDAQ:MEDP) 40% Undervaluation?","['01P.F', 'MEDP.US']","{'polarity': 1, 'neg': 0.024, 'neu': 0.805, 'pos': 0.171}",MEDP,Medpace Holdings Inc
75724,2022-11-25T14:37:30+00:00,'The pendulum is certainly swinging back': Why Amazon plans to spend $1 billion making movies for theatrical release,"['0VV.F', '0VVB.F', 'AH9.F', 'AMC.US', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'APE.US', 'CNK.US', 'IMA.F', 'IMAX.US', 'PARA.US', 'PARAA.US', 'PARAP.US']","{'polarity': 0.995, 'neg': 0.048, 'neu': 0.84, 'pos': 0.112}",PARAA,Paramount Global Class A Common Stock
75725,2022-11-25T14:37:30+00:00,'The pendulum is certainly swinging back': Why Amazon plans to spend $1 billion making movies for theatrical release,"['0VV.F', '0VVB.F', 'AH9.F', 'AMC.US', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'APE.US', 'CNK.US', 'IMA.F', 'IMAX.US', 'PARA.US', 'PARAA.US', 'PARAP.US']","{'polarity': 0.995, 'neg': 0.048, 'neu': 0.84, 'pos': 0.112}",PARA,Paramount Global Class B Common Stock
75726,2022-11-25T14:40:02+00:00,Is Barrett Business Services (BBSI) Stock Outpacing Its Business Services Peers This Year?,"['BB1.F', 'BBSI.US', 'CCRN.US', 'XXY.F']","{'polarity': 0.987, 'neg': 0.021, 'neu': 0.885, 'pos': 0.094}",BBSI,Barrett Business Services Inc
75727,2022-11-25T14:40:02+00:00,Are Medical Stocks Lagging  BioVie (BIVI) This Year?,"['BIVI.US', 'IMVT.US']","{'polarity': 0.992, 'neg': 0.024, 'neu': 0.866, 'pos': 0.109}",BIVI,BioVie Inc
75728,2022-11-25T14:40:02+00:00,Is Barrett Business Services (BBSI) Stock Outpacing Its Business Services Peers This Year?,"['BB1.F', 'BBSI.US', 'CCRN.US', 'XXY.F']","{'polarity': 0.987, 'neg': 0.021, 'neu': 0.885, 'pos': 0.094}",CCRN,Cross Country Healthcare Inc
75729,2022-11-25T14:40:02+00:00,Should Value Investors Buy Forrester Research (FORR) Stock?,['FORR.US'],"{'polarity': 0.997, 'neg': 0.01, 'neu': 0.821, 'pos': 0.168}",FORR,Forrester Research Inc
75730,2022-11-25T14:40:02+00:00,Are Medical Stocks Lagging  BioVie (BIVI) This Year?,"['BIVI.US', 'IMVT.US']","{'polarity': 0.992, 'neg': 0.024, 'neu': 0.866, 'pos': 0.109}",IMVT,Immunovant Inc
75731,2022-11-25T14:40:02+00:00,Is PC Connection (CNXN) Stock Outpacing Its Retail-Wholesale Peers This Year?,"['CNXN.US', 'PCC.F']","{'polarity': 0.99, 'neg': 0.005, 'neu': 0.9, 'pos': 0.095}",CNXN,PC Connection Inc
75732,2022-11-25T14:40:02+00:00,Is Fabrinet (FN) Stock Outpacing Its Computer and Technology Peers This Year?,"['FAN.F', 'FN.US', 'PLXS.US', 'PX4.F']","{'polarity': 0.987, 'neg': 0.021, 'neu': 0.881, 'pos': 0.098}",PLXS,Plexus Corp
75733,2022-11-25T14:40:02+00:00,Sprouts Farmers (SFM) is a Top-Ranked Value Stock: Should You Buy?,"['1FA.F', 'SFM.US']","{'polarity': 0.998, 'neg': 0.003, 'neu': 0.765, 'pos': 0.232}",SFM,Sprouts Farmers Market Inc
75734,2022-11-25T14:40:02+00:00,Is GoldMining (GLDG) Stock Outpacing Its Basic Materials Peers This Year?,"['SD5.F', 'STLD.MX', 'STLD.US']","{'polarity': 0.995, 'neg': 0.024, 'neu': 0.843, 'pos': 0.134}",STLD,Steel Dynamics Inc
75735,2022-11-25T14:40:02+00:00,Is Urban Outfitters (URBN) a Great Value Stock Right Now?,"['UOF.F', 'URBN.US', 'ZM3.F', 'ZUMZ.US']","{'polarity': 0.997, 'neg': 0.018, 'neu': 0.819, 'pos': 0.163}",URBN,Urban Outfitters Inc
75736,2022-11-25T14:40:02+00:00,Is Urban Outfitters (URBN) a Great Value Stock Right Now?,"['UOF.F', 'URBN.US', 'ZM3.F', 'ZUMZ.US']","{'polarity': 0.997, 'neg': 0.018, 'neu': 0.819, 'pos': 0.163}",ZUMZ,Zumiez Inc
75737,2022-11-25T14:45:02+00:00,Here's Why Halozyme Therapeutics (HALO) is a Strong Growth Stock,"['HALO.US', 'RV7.F']","{'polarity': 0.997, 'neg': 0.007, 'neu': 0.793, 'pos': 0.201}",HALO,Halozyme Therapeutics Inc
75738,2022-11-25T14:45:02+00:00,Incyte (INCY) Outperforms YTD: Will the Momentum Continue?,"['ICY.F', 'INCY.US']","{'polarity': 0.998, 'neg': 0.019, 'neu': 0.84, 'pos': 0.14}",INCY,Incyte Corp
75739,2022-11-25T14:49:21+00:00,T-Mobile's Free Cash Flow Is About to Explode,"['BAC.F', 'BAC.XETRA', 'SOBA.F', 'SOBA.XETRA', 'T-PC.US', 'T.MX', 'T.US', 'TM5.F', 'TMUS.US', 'VERZ34.SA', 'VZ.MX', 'VZ.US']","{'polarity': 0.917, 'neg': 0, 'neu': 0.814, 'pos': 0.186}",TMUS,T-Mobile US Inc
75740,2022-11-25T14:50:02+00:00,Activision stock slumps on reports that Microsoft deal could face antitrust challenge,"['AIY.F', 'AIY.XETRA', 'ATVI.MX', 'ATVI.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA']","{'polarity': -0.226, 'neg': 0.095, 'neu': 0.905, 'pos': 0}",ATVI,Activision Blizzard Inc
75741,2022-11-25T14:50:36+00:00,14 Best Agriculture Stocks to Buy Now,"['02M.F', '02M.XETRA', '0L5.F', '2X0.F', '2X0.STU', '37C.F', '37C.STU', '43D.F', 'ADM.F', 'ADM.MX', 'ADM.US', 'ADM.XETRA', 'CALM.US', 'CM2.F', 'CNHI.MI', 'CNHI.US']","{'polarity': 0.999, 'neg': 0.011, 'neu': 0.897, 'pos': 0.091}",CALM,Cal-Maine Foods Inc
75742,2022-11-25T14:55:02+00:00,Axcelis Technologies (ACLS) Just Flashed Golden Cross Signal: Do You Buy?,"['ACLS.US', 'XXA1.F']","{'polarity': 0.974, 'neg': 0.025, 'neu': 0.868, 'pos': 0.108}",ACLS,Axcelis Technologies Inc
75743,2022-11-25T14:55:33+00:00,Investing in Encore Capital Group (NASDAQ:ECPG) three years ago would have delivered you a 35% gain,['ECPG.US'],"{'polarity': 0.998, 'neg': 0.05, 'neu': 0.783, 'pos': 0.167}",ECPG,Encore Capital Group Inc Common Stock
75744,2022-11-25T15:00:00+00:00,Marriott’s Edition Hotels Face Challenge of Scaling Up Uniqueness,"['MAQ.F', 'MAR.US']","{'polarity': 0.999, 'neg': 0.004, 'neu': 0.894, 'pos': 0.101}",MAR,Marriott International Class A Common Stock
75745,2022-11-25T15:01:27+00:00,Activision Stock Falls After Report FTC Could Try to Block Microsoft Deal,"['AIY.F', 'AIY.XETRA', 'ATVI.MX', 'ATVI.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA']","{'polarity': 0.128, 'neg': 0.059, 'neu': 0.852, 'pos': 0.089}",ATVI,Activision Blizzard Inc
75746,2022-11-25T15:01:36+00:00,Is Now An Opportune Moment To Examine CECO Environmental Corp. (NASDAQ:CECO)?,"['CECO.US', 'WCE.F']","{'polarity': 0.999, 'neg': 0.032, 'neu': 0.784, 'pos': 0.184}",CECO,CECO Environmental Corp
75747,2022-11-25T15:02:03+00:00,Is Intuit (INTU) Likely to Surpass Q1 Earnings Estimates?,"['0OK.F', '7DG.F', 'DG.US', 'DGCO34.SA', 'INTU.MX', 'INTU.US', 'ITU.F', 'OKTA.US']","{'polarity': 0.997, 'neg': 0.011, 'neu': 0.886, 'pos': 0.103}",INTU,Intuit Inc
75748,2022-11-25T15:02:03+00:00,Is Intuit (INTU) Likely to Surpass Q1 Earnings Estimates?,"['0OK.F', '7DG.F', 'DG.US', 'DGCO34.SA', 'INTU.MX', 'INTU.US', 'ITU.F', 'OKTA.US']","{'polarity': 0.997, 'neg': 0.011, 'neu': 0.886, 'pos': 0.103}",OKTA,Okta Inc
75749,2022-11-25T15:05:03+00:00,Hewlett Packard (HPE) to Report Q4 Earnings: What's in Store?,"['0OK.F', '2HP.F', '7DG.F', 'DG.US', 'DGCO34.SA', 'HPE.US', 'OKTA.US']","{'polarity': 0.998, 'neg': 0.013, 'neu': 0.866, 'pos': 0.121}",OKTA,Okta Inc
75750,2022-11-25T15:21:09+00:00,Investors Shouldn't Overlook Red Rock Resorts' (NASDAQ:RRR) Impressive Returns On Capital,['RRR.US'],"{'polarity': 0.998, 'neg': 0.016, 'neu': 0.843, 'pos': 0.142}",RRR,Red Rock Resorts Inc
75751,2022-11-25T15:25:59+00:00,"When Should You Buy Cross Country Healthcare, Inc. (NASDAQ:CCRN)?","['CCRN.US', 'XXY.F']","{'polarity': 0.999, 'neg': 0.063, 'neu': 0.752, 'pos': 0.185}",CCRN,Cross Country Healthcare Inc
75752,2022-11-25T15:34:47+00:00,10 Growth Stocks with Upside Potential,"['1IK.F', 'AMZN.US', 'GOOG.US', 'IIPR-PA.US', 'IIPR.US', 'MSFT.US', 'NARI.US', 'PUBM.US', 'SNDL.US', 'UPST.US']","{'polarity': 1, 'neg': 0.021, 'neu': 0.843, 'pos': 0.136}",NARI,Inari Medical Inc
75753,2022-11-25T15:34:47+00:00,10 Growth Stocks with Upside Potential,"['1IK.F', 'AMZN.US', 'GOOG.US', 'IIPR-PA.US', 'IIPR.US', 'MSFT.US', 'NARI.US', 'PUBM.US', 'SNDL.US', 'UPST.US']","{'polarity': 1, 'neg': 0.021, 'neu': 0.843, 'pos': 0.136}",PUBM,PubMatic Inc
75754,2022-11-25T15:34:47+00:00,10 Growth Stocks with Upside Potential,"['1IK.F', 'AMZN.US', 'GOOG.US', 'IIPR-PA.US', 'IIPR.US', 'MSFT.US', 'NARI.US', 'PUBM.US', 'SNDL.US', 'UPST.US']","{'polarity': 1, 'neg': 0.021, 'neu': 0.843, 'pos': 0.136}",UPST,Upstart Holdings Inc
75755,2022-11-25T15:41:00+00:00,Activision Blizzard may face FTC suit over Microsoft merger: report,"['AIY.F', 'AIY.XETRA', 'ATVI.MX', 'ATVI.US', 'MSF.F', 'MSF.XETRA', 'MSFT.MX', 'MSFT.US', 'MSFT34.SA']","{'polarity': -0.178, 'neg': 0.093, 'neu': 0.836, 'pos': 0.071}",ATVI,Activision Blizzard Inc
75756,2022-11-25T15:44:05+00:00,"Market Rally Advances  Bob Iger Back At Disney, Retail Earnings Mixed: Weekly Review","['B1C.F', 'BIDU.US', 'BIDUN.MX', 'DKS.US', 'DLTR.MX', 'DLTR.US', 'DSG.F', 'DT3.F']","{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0}",DLTR,Dollar Tree Inc
75757,2022-11-25T15:45:36+00:00,"Is There An Opportunity With Forrester Research, Inc.'s (NASDAQ:FORR) 23% Undervaluation?",['FORR.US'],"{'polarity': 1, 'neg': 0.021, 'neu': 0.813, 'pos': 0.166}",FORR,Forrester Research Inc
75758,2022-11-25T15:51:02+00:00,UPDATE 1-Investors look for clues on consumer as holiday shopping kicks off,"['DYH.F', 'GSPC.INDX', 'MAT.US', 'MTT.F', 'TGT.MX', 'TGT.US', 'TGTB34.SA', 'WALM34.SA', 'WMT.F', 'WMT.MX', 'WMT.US', 'WMT.XETRA']","{'polarity': 0.989, 'neg': 0.025, 'neu': 0.882, 'pos': 0.093}",MAT,Mattel Inc
75759,2022-11-25T15:53:02+00:00,US STOCKS-S&amp P 500 inches higher as Black Friday sales kick off,"['AIY.F', 'AIY.XETRA', 'ATVI.MX', 'ATVI.US', 'COMP.US', 'GSPC.INDX', 'IXIC.INDX']","{'polarity': 0.981, 'neg': 0.051, 'neu': 0.854, 'pos': 0.095}",ATVI,Activision Blizzard Inc
75760,2022-11-25T15:55:21+00:00,"Is Now The Time To Look At Buying El Pollo Loco Holdings, Inc. (NASDAQ:LOCO)?","['EP6.F', 'LOCO.US']","{'polarity': 0.998, 'neg': 0.02, 'neu': 0.826, 'pos': 0.154}",LOCO,El Pollo Loco Holdings Inc
75761,2022-11-25T16:00:00+00:00,Dollar Tree Is Part of a Three-Pronged Approach to Retail for Early 2023,"['DLTR.MX', 'DLTR.US', 'DT3.F']","{'polarity': 0.796, 'neg': 0.045, 'neu': 0.791, 'pos': 0.164}",DLTR,Dollar Tree Inc
75762,2022-11-25T16:17:00+00:00,"Heartland Express, Inc. Declares Regular Quarterly Dividend","['HLX.F', 'HTLD.US']","{'polarity': 0.824, 'neg': 0.036, 'neu': 0.893, 'pos': 0.071}",HTLD,Heartland Express Inc
75763,2022-11-25T16:17:19+00:00,The Returns On Capital At Frontdoor (NASDAQ:FTDR) Don't Inspire Confidence,"['3I5.F', 'FTDR.US']","{'polarity': 0.993, 'neg': 0.046, 'neu': 0.844, 'pos': 0.11}",FTDR,Frontdoor Inc
75764,2022-11-25T16:18:13+00:00,Researchers Working On Universal mRNA-Influenza Vaccine Aiming For Baseline Immune Memory For Diverse Strains,"['BNTX.US', 'CVAC.US', 'GSK.US', 'MRNA.US', 'PFE.F', 'PFE.MX', 'PFE.ST', 'PFE.US', 'PFE.XETRA', 'PFIZ34.SA']","{'polarity': 0.821, 'neg': 0.061, 'neu': 0.844, 'pos': 0.095}",MRNA,Moderna Inc
75765,2022-11-25T16:27:00+00:00,"Japan team goes viral after cleaning World Cup locker room, leaving origami gifts","['FOX.US', 'FOXA.US', 'NC0.F', 'NC0B.F', 'NC0E.F', 'NWS.AU', 'NWS.US', 'NWSA.US', 'NWSLV.AU']","{'polarity': 0.488, 'neg': 0.04, 'neu': 0.878, 'pos': 0.082}",FOXA,Fox Corporation Class A Common Stock
75766,2022-11-25T16:27:00+00:00,"Japan team goes viral after cleaning World Cup locker room, leaving origami gifts","['FOX.US', 'FOXA.US', 'NC0.F', 'NC0B.F', 'NC0E.F', 'NWS.AU', 'NWS.US', 'NWSA.US', 'NWSLV.AU']","{'polarity': 0.488, 'neg': 0.04, 'neu': 0.878, 'pos': 0.082}",FOX,Fox Corporation Class B Common Stock
75767,2022-11-25T16:27:00+00:00,"Japan team goes viral after cleaning World Cup locker room, leaving origami gifts","['FOX.US', 'FOXA.US', 'NC0.F', 'NC0B.F', 'NC0E.F', 'NWS.AU', 'NWS.US', 'NWSA.US', 'NWSLV.AU']","{'polarity': 0.488, 'neg': 0.04, 'neu': 0.878, 'pos': 0.082}",NWSA,News Corporation Class A Common Stock
75768,2022-11-25T16:27:00+00:00,"Japan team goes viral after cleaning World Cup locker room, leaving origami gifts","['FOX.US', 'FOXA.US', 'NC0.F', 'NC0B.F', 'NC0E.F', 'NWS.AU', 'NWS.US', 'NWSA.US', 'NWSLV.AU']","{'polarity': 0.488, 'neg': 0.04, 'neu': 0.878, 'pos': 0.082}",NWS,News Corporation Class B Common Stock
